n_c,mu,tau,instance_count,rmse_mean,rmse_sample_std,rmse_standard_error,rmse_confidence_interval_95_low,rmse_confidence_interval_95_high,relative_solution_error_mean,normalized_residual_mean,no_aliasing_fraction,mean_grid_distance,max_grid_distance,confidence_interval_method,evaluation_method
6,64,500.0,20,7.960315542794926,5.011527137488552,1.1206115350509336,5.614848644285902,10.30578244130395,12.466299723717784,32.414172268359735,0.0,0.241082943504979,0.49906720776611735,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
6,64,1000.0,20,15.210554467302682,10.703152531922274,2.3932976634927194,10.201324888253218,20.219784046352146,21.477610677268014,53.24774300763456,0.0,0.24033032074460312,0.4988774413390331,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
6,64,10000.0,20,212.71376784270555,163.48233016916743,36.555760337832304,136.20168212843734,289.2258535569738,282.3754777783002,833.7997701464122,0.0,0.23060171800183332,0.49090865323978505,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,0.1,20,1.7058297876261475,3.96049380758836,0.8855933378234544,-0.14773837086208608,3.559397946114381,0.9999957496743264,0.9999151023269637,1.0,0.044493156377868354,0.0990099009900991,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,1.0,20,1.6982984851431122,3.9625565990940843,0.8860545920264754,-0.1562350894872413,3.5528320597734657,0.9865903840670983,0.7802551119054227,1.0,0.2506930521581907,0.4963724520753078,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,10.0,20,1.4603163298120496,4.02445030567375,0.8998944455556313,-0.4231843911643147,3.343817050788414,0.6245398265069475,0.2080960141033838,1.0,0.23001144181988073,0.4972780728306132,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,50.0,20,1.0378178676185432,4.102493299340578,0.9173453894562925,-0.882208098714035,2.9578438339511215,0.15129056455832318,0.042192835951941864,1.0,0.2617115367964958,0.49933518870138727,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,100.0,20,1.1497757751663782,4.037195030637803,0.9027442526930474,-0.7396896606990226,3.0392412110317792,0.3935146077418748,1.795101507662898,0.0,0.2425779252332895,0.4964783904521539,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,200.0,20,2.6005409148110017,3.5583065103804765,0.7956615241990806,0.9352022054951472,4.265879624126856,2.7605751985352467,10.417717168742916,0.0,0.2470507869008356,0.49390912963048095,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,500.0,20,5.11486205774398,3.1410526418774696,0.7023607228143325,3.6448041700219753,6.584919945465984,7.991641095462086,24.333765227668838,0.0,0.241082943504979,0.49906720776611735,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
